label,schema,short,vaf,identify
UNHCR Asylum Seeker Certificate:Do you have a valid registration with UNHCR? (Look at expiry date)?:No,/Home_visit_version3/Protection/prog3/prog3q1_VAF:No,UNHCR.Asylum.Seeker.Certificate.Do.you.have.a.valid.registration.with.UNHCR..Look.at.expiry.date.....No,yes,
UNHCR Asylum Seeker Certificate:If any. what is the reason?:You approached UNHCR and you did not receive an appointment for renewal,/Home_visit_version3/Protection/prog3/prog3q2_VAF:prog3q2a1,UNHCR.Asylum.Seeker.Certificate.If.any..what.is.the.reason...You.approached.UNHCR.and.you.did.not.receive.an.appointment.for.renewal,yes,
UNHCR Asylum Seeker Certificate:If any. what is the reason?:Not renewed yet but have a renewal appointment,/Home_visit_version3/Protection/prog3/prog3q2_VAF:prog3q2a2,UNHCR.Asylum.Seeker.Certificate.If.any..what.is.the.reason...Not.renewed.yet.but.have.a.renewal.appointment,yes,
UNHCR Asylum Seeker Certificate:If any. what is the reason?:Not renewed and need a renewal appointment (ensure referral to UNHCR),/Home_visit_version3/Protection/prog3/prog3q2_VAF:prog3q2a3,UNHCR.Asylum.Seeker.Certificate.If.any..what.is.the.reason...Not.renewed.and.need.a.renewal.appointment..ensure.referral.to.UNHCR..,yes,
UNHCR Asylum Seeker Certificate:How many of your nuclear family members are not registered with UNHCR?,/Home_visit_version3/Protection/prog3/prog3q3_VAF,UNHCR.Asylum.Seeker.Certificate.How.many.of.your.nuclear.family.members.are.not.registered.with.UNHCR,yes,
UNHCR Asylum Seeker Certificate:Do you have your asylum-seeker certificate?:Yes,/Home_visit_version3/Protection/prog3/prog3q4_VAF:prog3q4a1,UNHCR.Asylum.Seeker.Certificate.Do.you.have.your.asylum..seeker.certificate...Yes,yes,
UNHCR Asylum Seeker Certificate:Do you have your asylum-seeker certificate?:No (ensure referral to UNHCR),/Home_visit_version3/Protection/prog3/prog3q4_VAF:prog3q4a2,UNHCR.Asylum.Seeker.Certificate.Do.you.have.your.asylum..seeker.certificate...No..ensure.referral.to.UNHCR..,yes,
UNHCR Asylum Seeker Certificate:If not. what is the reason?:Lost,/Home_visit_version3/Protection/prog3/prog3q5_VAF:prog3q5a1,UNHCR.Asylum.Seeker.Certificate.If.not..what.is.the.reason...Lost,yes,
UNHCR Asylum Seeker Certificate:If not. what is the reason?:Not received from UNHCR,/Home_visit_version3/Protection/prog3/prog3q5_VAF:prog3q5a2,UNHCR.Asylum.Seeker.Certificate.If.not..what.is.the.reason...Not.received.from.UNHCR,yes,
UNHCR Asylum Seeker Certificate:If not. what is the reason?:Confiscated by service provider (hospital. school. etc.),/Home_visit_version3/Protection/prog3/prog3q5_VAF:prog3q5a3,UNHCR.Asylum.Seeker.Certificate.If.not..what.is.the.reason...Confiscated.by.service.provider..hospital..school..etc..,yes,
UNHCR Asylum Seeker Certificate:If not. what is the reason?:Confiscated by authorities (police. etc.),/Home_visit_version3/Protection/prog3/prog3q5_VAF:prog3q5a4,UNHCR.Asylum.Seeker.Certificate.If.not..what.is.the.reason...Confiscated.by.authorities..police..etc..,yes,
UNHCR Asylum Seeker Certificate:If not. what is the reason?:Other. specify,/Home_visit_version3/Protection/prog3/prog3q5_VAF:prog3q5a5,UNHCR.Asylum.Seeker.Certificate.If.not..what.is.the.reason...Other..specify,yes,
UNHCR Asylum Seeker Certificate:IF other please specify :,/Home_visit_version3/Protection/prog3/prog5q6_VAF,UNHCR.Asylum.Seeker.Certificate.IF.other.please.specify..,yes,
Documentation & Protection:Is the family Syrian?:Yes,/Home_visit_version3/Protection/prog4q10:Yes,Documentation.and.Protection.Is.the.family.Syrian...Yes,,
Documentation & Protection:Is the family Syrian?:No,/Home_visit_version3/Protection/prog4q10:No,Documentation.and.Protection.Is.the.family.Syrian...No,,
Documentation & Protection:If non-Syrian. do you have a residency permit in Jordan?:Yes,/Home_visit_version3/Protection/prog4q11:Yes,Documentation.and.Protection.If.non..Syrian..do.you.have.a.residency.permit.in.Jordan...Yes,,
Documentation & Protection:If non-Syrian. do you have a residency permit in Jordan?:No,/Home_visit_version3/Protection/prog4q11:No,Documentation.and.Protection.If.non..Syrian..do.you.have.a.residency.permit.in.Jordan...No,,
Documentation & Protection:If not. what is the reason:,/Home_visit_version3/Protection/prog4q12,Documentation.and.Protection.If.not..what.is.the.reason.,,
Documentation & Protection:If yes. how did you obtain the residency permit?,/Home_visit_version3/Protection/prog4q13,Documentation.and.Protection.If.yes..how.did.you.obtain.the.residency.permit..,,
MOI/Service Card:Do you have a valid MOI/service card ::Yes,/Home_visit_version3/Protection/prog4/prog4q1_VAF:Yes,MOI..Service.Card.Do.you.have.a.valid.MOI..service.card...Yes,yes,
MOI/Service Card:Do you have a valid MOI/service card ::No,/Home_visit_version3/Protection/prog4/prog4q1_VAF:No,MOI..Service.Card.Do.you.have.a.valid.MOI..service.card...No,yes,
MOI/Service Card:If yes. is the place of issuance the same as the place of residence::Yes,/Home_visit_version3/Protection/prog4/prog4q2_VAF:Yes,MOI..Service.Card.If.yes..is.the.place.of.issuance.the.same.as.the.place.of.residence..Yes,yes,
MOI/Service Card:If yes. is the place of issuance the same as the place of residence::No,/Home_visit_version3/Protection/prog4/prog4q2_VAF:No,MOI..Service.Card.If.yes..is.the.place.of.issuance.the.same.as.the.place.of.residence..No,yes,
MOI/Service Card:Governorate recorded on the MOI card ::Amman,/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a1,MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Amman,yes,
MOI/Service Card:Governorate recorded on the MOI card ::Ajloun,/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a2,MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Ajloun,yes,
MOI/Service Card:Governorate recorded on the MOI card ::Aqaba,/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a3,MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Aqaba,yes,
MOI/Service Card:Governorate recorded on the MOI card ::Balqa,/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a4,MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Balqa,yes,
MOI/Service Card:Governorate recorded on the MOI card ::Irbid,/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a5,MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Irbid,yes,
MOI/Service Card:Governorate recorded on the MOI card ::Jerash,/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a6,MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Jerash,yes,
MOI/Service Card:Governorate recorded on the MOI card ::Karak,/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a7,MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Karak,yes,
MOI/Service Card:Governorate recorded on the MOI card ::Ma?an,/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a8,MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Maan,yes,
MOI/Service Card:Governorate recorded on the MOI card ::Madaba,/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a9,MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Madaba,yes,
MOI/Service Card:Governorate recorded on the MOI card ::Mafraq,/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a10,MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Mafraq,yes,
MOI/Service Card:Governorate recorded on the MOI card ::Tafileh,/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a11,MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Tafileh,yes,
MOI/Service Card:Governorate recorded on the MOI card ::Zarqa,/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a12,MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Zarqa,yes,
MOI/Service Card:Are you still in the governorate where you registered with MOI ?:Yes,/Home_visit_version3/Protection/prog4/prog4q4_VAF:Yes,MOI..Service.Card.Are.you.still.in.the.governorate.where.you.registered.with.MOI....Yes,yes,
MOI/Service Card:Are you still in the governorate where you registered with MOI ?:No,/Home_visit_version3/Protection/prog4/prog4q4_VAF:No,MOI..Service.Card.Are.you.still.in.the.governorate.where.you.registered.with.MOI....No,yes,
MOI/Service Card:How many of your family members do not have valid registration with MOI :,/Home_visit_version3/Protection/prog4/prog4q5_VAF,MOI..Service.Card.How.many.of.your.family.members.do.not.have.valid.registration.with.MOI..,yes,
MOI/Service Card:Have you been facing any kind of difficulties in getting the MOI/service card ::Yes,/Home_visit_version3/Protection/prog4/prog4q6:Yes,MOI..Service.Card.Have.you.been.facing.any.kind.of.difficulties.in.getting.the.MOI..service.card...Yes,,
MOI/Service Card:Have you been facing any kind of difficulties in getting the MOI/service card ::No,/Home_visit_version3/Protection/prog4/prog4q6:No,MOI..Service.Card.Have.you.been.facing.any.kind.of.difficulties.in.getting.the.MOI..service.card...No,,
MOI/Service Card:If yes. why?:Had to pay money to a third person,/Home_visit_version3/Protection/prog4/prog5q7:prog5q7a1,MOI..Service.Card.If.yes..why...Had.to.pay.money.to.a.third.person,,
MOI/Service Card:If yes. why?:Not comfortable approaching a police station,/Home_visit_version3/Protection/prog4/prog5q7:prog5q7a2,MOI..Service.Card.If.yes..why...Not.comfortable.approaching.a.police.station,,
MOI/Service Card:If yes. why?:Unable to reach the police station (disabled. women with young children. working the whole day. etc.),/Home_visit_version3/Protection/prog4/prog5q7:prog5q7a3,MOI..Service.Card.If.yes..why...Unable.to.reach.the.police.station..disabled..women.with.young.children..working.the.whole.day..etc..,,
MOI/Service Card:If yes. why?:Could not find a Jordanian bailer,/Home_visit_version3/Protection/prog4/prog5q7:prog5q7a4,MOI..Service.Card.If.yes..why...Could.not.find.a.Jordanian.bailer,,
MOI/Service Card:If yes. why?:No documeant,/Home_visit_version3/Protection/prog4/prog5q7:prog5q7a5,MOI..Service.Card.If.yes..why...No.documeant,,yes
Documentation:Are you missing any of the following documents ::Legal guardianship of minors,/Home_visit_version3/Protection/prog5/prog5q1:prog5q1a1,Documentation.Are.you.missing.any.of.the.following.documents...Legal.guardianship.of.minors,,
Documentation:Are you missing any of the following documents ::Stamped lease agreement,/Home_visit_version3/Protection/prog5/prog5q1:prog5q1a2,Documentation.Are.you.missing.any.of.the.following.documents...Stamped.lease.agreement,,
Documentation:Are you missing any of the following documents ::Medical certificate,/Home_visit_version3/Protection/prog5/prog5q1:prog5q1a3,Documentation.Are.you.missing.any.of.the.following.documents...Medical.certificate,,
Documentation:Are you missing any of the following documents ::Bail-out document,/Home_visit_version3/Protection/prog5/prog5q1:prog5q1a4,Documentation.Are.you.missing.any.of.the.following.documents...Bail..out.document,,
Documentation:Are you missing any of the following documents ::Marriage contract,/Home_visit_version3/Protection/prog5/prog5q1:prog5q1a5,Documentation.Are.you.missing.any.of.the.following.documents...Marriage.contract,,
Documentation:Are you missing any of the following documents ::Birth certificate,/Home_visit_version3/Protection/prog5/prog5q1:prog5q1a6,Documentation.Are.you.missing.any.of.the.following.documents...Birth.certificate,,
Documentation:Are you missing any of the following documents ::Birth notification,/Home_visit_version3/Protection/prog5/prog5q1:prog5q1a9,Documentation.Are.you.missing.any.of.the.following.documents...Birth.notification,,
Documentation:Are you missing any of the following documents ::Medical clearance certificate,/Home_visit_version3/Protection/prog5/prog5q1:prog5q1a8,Documentation.Are.you.missing.any.of.the.following.documents...Medical.clearance.certificate,,
Documentation:Are you missing any of the following documents ::Other,/Home_visit_version3/Protection/prog5/prog5q1:prog5q1a7,Documentation.Are.you.missing.any.of.the.following.documents...Other,,
Documentation:Are you missing any of the following documents ::NA,/Home_visit_version3/Protection/prog5/prog5q1:prog5q1a10,Documentation.Are.you.missing.any.of.the.following.documents...NA,,
Documentation:IF other please specify :,/Home_visit_version3/Protection/prog5/prog5q2,Documentation.IF.other.please.specify..,,yes
Documentation:Have you been facing any kind of difficulties in obtaining legal documents in Jordan ::Yes,/Home_visit_version3/Protection/prog5/prog5q3:Yes,Documentation.Have.you.been.facing.any.kind.of.difficulties.in.obtaining.legal.documents.in.Jordan...Yes,,
Documentation:Have you been facing any kind of difficulties in obtaining legal documents in Jordan ::No,/Home_visit_version3/Protection/prog5/prog5q3:No,Documentation.Have.you.been.facing.any.kind.of.difficulties.in.obtaining.legal.documents.in.Jordan...No,,
Documentation:How many children under 18 possess birth registration:,/Home_visit_version3/Protection/prog5/prog5q4_VAF,Documentation.How.many.children.under.18.possess.birth.registration.,yes,
Documentation:Working Family Member:Yes,/Home_visit_version3/Protection/prog5/prog5q111:Yes,Documentation.Working.Family.Member.Yes,,
Documentation:Working Family Member:No,/Home_visit_version3/Protection/prog5/prog5q111:No,Documentation.Working.Family.Member.No,,
Working Family Member:Do you have a work permit in Jordan ::Yes,/Home_visit_version3/Protection/prog5/prog5q22/prog5q5:Yes,Working.Family.Member.Do.you.have.a.work.permit.in.Jordan...Yes,,
Working Family Member:Do you have a work permit in Jordan ::No,/Home_visit_version3/Protection/prog5/prog5q22/prog5q5:No,Working.Family.Member.Do.you.have.a.work.permit.in.Jordan...No,,
Working Family Member:If not. what is the reason :,/Home_visit_version3/Protection/prog5/prog5q22/prog5q6,Working.Family.Member.If.not..what.is.the.reason..,,yes
Working Family Member:If yes. how was it issued :,/Home_visit_version3/Protection/prog5/prog5q22/prog5q71,Working.Family.Member.If.yes..how.was.it.issued..,,
Working Family Member:What kind of job?:Agriculture,/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a1,Working.Family.Member.What.kind.of.job...Agriculture,,
Working Family Member:What kind of job?:Construction,/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a2,Working.Family.Member.What.kind.of.job...Construction,,
Working Family Member:What kind of job?:Mechanics (garage),/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a3,Working.Family.Member.What.kind.of.job...Mechanics..garage..,,
Working Family Member:What kind of job?:Worker in a factory,/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a4,Working.Family.Member.What.kind.of.job...Worker.in.a.factory,,
Working Family Member:What kind of job?:Driver,/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a5,Working.Family.Member.What.kind.of.job...Driver,,
Working Family Member:What kind of job?:Shop worker,/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a6,Working.Family.Member.What.kind.of.job...Shop.worker,,
Working Family Member:What kind of job?:Waiter in a restaurant/hotel,/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a7,Working.Family.Member.What.kind.of.job...Waiter.in.a.restaurant..hotel,,
Working Family Member:What kind of job?:Housekeeper,/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a8,Working.Family.Member.What.kind.of.job...Housekeeper,,
Working Family Member:What kind of job?:Clerk (secretary),/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a9,Working.Family.Member.What.kind.of.job...Clerk..secretary..,,
Working Family Member:What kind of job?:Craft (carpenter. tailor. barber. hairdresser. blacksmith. painter. mobile shop),/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a10,Working.Family.Member.What.kind.of.job...Craft..carpenter..tailor..barber..hairdresser..blacksmith..painter..mobile.shop..,,
Working Family Member:What kind of job?:Professional (medical doctor. teacher. lawyer),/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a11,Working.Family.Member.What.kind.of.job...Professional..medical.doctor..teacher..lawyer..,,
Working Family Member:What kind of job?:Other. specify,/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a12,Working.Family.Member.What.kind.of.job...Other..specify,,
Working Family Member:What kind of job?:NA,/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a13,Working.Family.Member.What.kind.of.job...NA,,
Working Family Member:IF other please specify :,/Home_visit_version3/Protection/prog5/prog5q22/prog5q9,Working.Family.Member.IF.other.please.specify..,,yes
Working Family Member:If yes. date :,/Home_visit_version3/Protection/prog5/prog5q22/prog5q17,Working.Family.Member.If.yes..date..,,
Documentation:Have you. or any family member. ever been detained by the authorities in Jordan?:Yes,/Home_visit_version3/Protection/prog5/prog5q15:Yes,Documentation.Have.you..or.any.family.member..ever.been.detained.by.the.authorities.in.Jordan...Yes,,
Documentation:Have you. or any family member. ever been detained by the authorities in Jordan?:No,/Home_visit_version3/Protection/prog5/prog5q15:No,Documentation.Have.you..or.any.family.member..ever.been.detained.by.the.authorities.in.Jordan...No,,
Documentation:If divorced. do you have any documents ::Yes,/Home_visit_version3/Protection/prog5/prog5q16:Yes,Documentation.If.divorced..do.you.have.any.documents...Yes,,
Documentation:If divorced. do you have any documents ::No,/Home_visit_version3/Protection/prog5/prog5q16:No,Documentation.If.divorced..do.you.have.any.documents...No,,
Documentation:If divorced. do you have any documents ::NA,/Home_visit_version3/Protection/prog5/prog5q16:NA,Documentation.If.divorced..do.you.have.any.documents...NA,,
Documentation:If yes. the date:,/Home_visit_version3/Protection/prog5/prog5q30,Documentation.If.yes..the.date.,,
Documentation & Protection:Did any children experience any harassment (violence/abuse)?:Yes,/Home_visit_version3/Protection/prog5g19:Yes,Documentation.and.Protection.Did.any.children.experience.any.harassment..violence..abuse.....Yes,,
Documentation & Protection:Did any children experience any harassment (violence/abuse)?:No,/Home_visit_version3/Protection/prog5g19:No,Documentation.and.Protection.Did.any.children.experience.any.harassment..violence..abuse.....No,,
Child Protection:How many children/adolescents in this family have experienced harassment (violence/abuse) to/from school in Jordan,/Home_visit_version3/Protection/prog6/prog6q1,Child.Protection.How.many.children..adolescents.in.this.family.have.experienced.harassment..violence..abuse..to..from.school.in.Jordan,,
How many children/adolescents in this family have experienced harassment (violence/abuse) to/from school in Jordan:select Gender ::Male,/Home_visit_version3/Protection/prog6/prog6q111/prog6q2:edug1q5a1,How.many.children..adolescents.in.this.family.have.experienced.harassment..violence..abuse..to..from.school.in.Jordan.select.Gender...Male,,
How many children/adolescents in this family have experienced harassment (violence/abuse) to/from school in Jordan:select Gender ::Female,/Home_visit_version3/Protection/prog6/prog6q111/prog6q2:edug1q5a2,How.many.children..adolescents.in.this.family.have.experienced.harassment..violence..abuse..to..from.school.in.Jordan.select.Gender...Female,,
How many children/adolescents in this family have experienced harassment (violence/abuse) to/from school in Jordan:select Age ::6-11 years,/Home_visit_version3/Protection/prog6/prog6q111/prog6q3:prog6q3a1,How.many.children..adolescents.in.this.family.have.experienced.harassment..violence..abuse..to..from.school.in.Jordan.select.Age...6..11.years,,
How many children/adolescents in this family have experienced harassment (violence/abuse) to/from school in Jordan:select Age ::12-17 years,/Home_visit_version3/Protection/prog6/prog6q111/prog6q3:prog6q3a2,How.many.children..adolescents.in.this.family.have.experienced.harassment..violence..abuse..to..from.school.in.Jordan.select.Age...12..17.years,,
Child Protection:How many children/adolescents have experienced physical abuse in schools from teacher &/or school staff in Jordan :,/Home_visit_version3/Protection/prog6/prog6q4,Child.Protection.How.many.children..adolescents.have.experienced.physical.abuse.in.schools.from.teacher.and..or.school.staff.in.Jordan..,,
How many children/adolescents have experienced physical abuse in schools from teacher &/or school staff in Jordan ::select Gender ::Male,/Home_visit_version3/Protection/prog6/prog6aq5/prog6aq6:edug1q5a1,How.many.children..adolescents.have.experienced.physical.abuse.in.schools.from.teacher.and..or.school.staff.in.Jordan...select.Gender...Male,,
How many children/adolescents have experienced physical abuse in schools from teacher &/or school staff in Jordan ::select Gender ::Female,/Home_visit_version3/Protection/prog6/prog6aq5/prog6aq6:edug1q5a2,How.many.children..adolescents.have.experienced.physical.abuse.in.schools.from.teacher.and..or.school.staff.in.Jordan...select.Gender...Female,,
How many children/adolescents have experienced physical abuse in schools from teacher &/or school staff in Jordan ::select Age ::6-11 years,/Home_visit_version3/Protection/prog6/prog6aq5/prog6aq7:prog6q3a1,How.many.children..adolescents.have.experienced.physical.abuse.in.schools.from.teacher.and..or.school.staff.in.Jordan...select.Age...6..11.years,,
How many children/adolescents have experienced physical abuse in schools from teacher &/or school staff in Jordan ::select Age ::12-17 years,/Home_visit_version3/Protection/prog6/prog6aq5/prog6aq7:prog6q3a2,How.many.children..adolescents.have.experienced.physical.abuse.in.schools.from.teacher.and..or.school.staff.in.Jordan...select.Age...12..17.years,,
Child Protection:How many children/adolescents have experienced physical abuse from other students in Jordan :,/Home_visit_version3/Protection/prog6/prog6q8,Child.Protection.How.many.children..adolescents.have.experienced.physical.abuse.from.other.students.in.Jordan..,,
How many children/adolescents have experienced physical abuse from other students in Jordan ::select Gender ::Male,/Home_visit_version3/Protection/prog6/prog6q9/prog6q10:edug1q5a1,How.many.children..adolescents.have.experienced.physical.abuse.from.other.students.in.Jordan...select.Gender...Male,,
How many children/adolescents have experienced physical abuse from other students in Jordan ::select Gender ::Female,/Home_visit_version3/Protection/prog6/prog6q9/prog6q10:edug1q5a2,How.many.children..adolescents.have.experienced.physical.abuse.from.other.students.in.Jordan...select.Gender...Female,,
How many children/adolescents have experienced physical abuse from other students in Jordan ::select Age ::6-11 years,/Home_visit_version3/Protection/prog6/prog6q9/prog6q111:prog6q3a1,How.many.children..adolescents.have.experienced.physical.abuse.from.other.students.in.Jordan...select.Age...6..11.years,,
How many children/adolescents have experienced physical abuse from other students in Jordan ::select Age ::12-17 years,/Home_visit_version3/Protection/prog6/prog6q9/prog6q111:prog6q3a2,How.many.children..adolescents.have.experienced.physical.abuse.from.other.students.in.Jordan...select.Age...12..17.years,,
Child Labor:How many children work/are employed outside their home :,/Home_visit_version3/Protection/prog8/prog8q1,Child.Labor.How.many.children.work..are.employed.outside.their.home..,,
How many children work/are employed outside their home ::select Gender ::Male,/Home_visit_version3/Protection/prog8/prog8q2/prog8q3:edug1q5a1,How.many.children.work..are.employed.outside.their.home...select.Gender...Male,,
How many children work/are employed outside their home ::select Gender ::Female,/Home_visit_version3/Protection/prog8/prog8q2/prog8q3:edug1q5a2,How.many.children.work..are.employed.outside.their.home...select.Gender...Female,,
How many children work/are employed outside their home ::select Age ::6-11 years,/Home_visit_version3/Protection/prog8/prog8q2/prog8q4:prog6q3a1,How.many.children.work..are.employed.outside.their.home...select.Age...6..11.years,,
How many children work/are employed outside their home ::select Age ::12-17 years,/Home_visit_version3/Protection/prog8/prog8q2/prog8q4:prog6q3a2,How.many.children.work..are.employed.outside.their.home...select.Age...12..17.years,,
How many children work/are employed outside their home ::How many hours do these children work :,/Home_visit_version3/Protection/prog8/prog8q2/prog8q5,How.many.children.work..are.employed.outside.their.home...How.many.hours.do.these.children.work..,,
Child Labor:What kind of payment do they receive for their work ::Monetary:,/Home_visit_version3/Protection/prog8/prog8q7:prog8q7a1,Child.Labor.What.kind.of.payment.do.they.receive.for.their.work...Monetary.,,
Child Labor:What kind of payment do they receive for their work ::In-kind,/Home_visit_version3/Protection/prog8/prog8q7:prog8q7a2,Child.Labor.What.kind.of.payment.do.they.receive.for.their.work...In..kind,,
Child Labor:how much in JD :,/Home_visit_version3/Protection/prog8/prog8q8,Child.Labor.how.much.in.JD..,,
Child Labor:In-kind. please specify,/Home_visit_version3/Protection/prog8/prog8q9,Child.Labor.In..kind..please.specify,,
Child Labor:Do they experience abusive treatment at work?:Yes,/Home_visit_version3/Protection/prog8/prog8q10:Yes,Child.Labor.Do.they.experience.abusive.treatment.at.work...Yes,,
Child Labor:Do they experience abusive treatment at work?:No,/Home_visit_version3/Protection/prog8/prog8q10:No,Child.Labor.Do.they.experience.abusive.treatment.at.work...No,,
Early Marriage:Are there any girls under the age of 15 married ::Yes,/Home_visit_version3/Protection/prog9/prog9q1:Yes,Early.Marriage.Are.there.any.girls.under.the.age.of.15.married...Yes,,
Early Marriage:Are there any girls under the age of 15 married ::No,/Home_visit_version3/Protection/prog9/prog9q1:No,Early.Marriage.Are.there.any.girls.under.the.age.of.15.married...No,,
Early Marriage:Are there any girls under the age of 15 married,/Home_visit_version3/Protection/prog9/prog9q2,Early.Marriage.Are.there.any.girls.under.the.age.of.15.married,,
Early Marriage:When did the marriage occur?,/Home_visit_version3/Protection/prog9/prog9q3,Early.Marriage.When.did.the.marriage.occur..,,
Early Marriage:where did the marriage occur?,/Home_visit_version3/Protection/prog9/prog9q4,Early.Marriage.where.did.the.marriage.occur..,,
Early Marriage:Documents Available from::Sheikh from Syria,/Home_visit_version3/Protection/prog9/prog9q5:prog9q5a1,Early.Marriage.Documents.Available.from..Sheikh.from.Syria,,
Early Marriage:Documents Available from::Valid certificate from Jordan,/Home_visit_version3/Protection/prog9/prog9q5:prog9q5a2,Early.Marriage.Documents.Available.from..Valid.certificate.from.Jordan,,
Early Marriage:Documents Available from::Valid certificate from Syria,/Home_visit_version3/Protection/prog9/prog9q5:prog9q5a3,Early.Marriage.Documents.Available.from..Valid.certificate.from.Syria,,
Early Marriage:Documents Available from::Valid certificate from a third country,/Home_visit_version3/Protection/prog9/prog9q5:prog9q5a4,Early.Marriage.Documents.Available.from..Valid.certificate.from.a.third.country,,
Early Marriage:Documents Available from::Religious court in Jordan,/Home_visit_version3/Protection/prog9/prog9q5:prog9q5a5,Early.Marriage.Documents.Available.from..Religious.court.in.Jordan,,
Early Marriage:Are there any girls between the age 16-18 married?:Yes,/Home_visit_version3/Protection/prog9/prog9q6:Yes,Early.Marriage.Are.there.any.girls.between.the.age.16..18.married...Yes,,
Early Marriage:Are there any girls between the age 16-18 married?:No,/Home_visit_version3/Protection/prog9/prog9q6:No,Early.Marriage.Are.there.any.girls.between.the.age.16..18.married...No,,
Early Marriage:If so. how many,/Home_visit_version3/Protection/prog9/prog9q7,Early.Marriage.If.so..how.many,,
Early Marriage:When did the marriage occur?,/Home_visit_version3/Protection/prog9/prog9q8,Early.Marriage.When.did.the.marriage.occur..,,
Early Marriage:where did the marriage occur?,/Home_visit_version3/Protection/prog9/prog9q9,Early.Marriage.where.did.the.marriage.occur..,,
Early Marriage:Documents Available from::Sheikh from Syria,/Home_visit_version3/Protection/prog9/prog9q10:prog9q5a1,Early.Marriage.Documents.Available.from..Sheikh.from.Syria,,
Early Marriage:Documents Available from::Valid certificate from Jordan,/Home_visit_version3/Protection/prog9/prog9q10:prog9q5a2,Early.Marriage.Documents.Available.from..Valid.certificate.from.Jordan,,
Early Marriage:Documents Available from::Valid certificate from Syria,/Home_visit_version3/Protection/prog9/prog9q10:prog9q5a3,Early.Marriage.Documents.Available.from..Valid.certificate.from.Syria,,
Early Marriage:Documents Available from::Valid certificate from a third country,/Home_visit_version3/Protection/prog9/prog9q10:prog9q5a4,Early.Marriage.Documents.Available.from..Valid.certificate.from.a.third.country,,
Early Marriage:Documents Available from::Religious court in Jordan,/Home_visit_version3/Protection/prog9/prog9q10:prog9q5a5,Early.Marriage.Documents.Available.from..Religious.court.in.Jordan,,
Legal Issues:Any other legal issues ::Yes,/Home_visit_version3/Protection/prog10/prog10q1:Yes,Legal.Issues.Any.other.legal.issues...Yes,,
Legal Issues:Any other legal issues ::No,/Home_visit_version3/Protection/prog10/prog10q1:No,Legal.Issues.Any.other.legal.issues...No,,
Legal Issues:If yes. please specify:Any other private person,/Home_visit_version3/Protection/prog10/prog10q2:prog10q2a1,Legal.Issues.If.yes..please.specify.Any.other.private.person,,yes
Legal Issues:If yes. please specify:Issues with employers,/Home_visit_version3/Protection/prog10/prog10q2:prog10q2a2,Legal.Issues.If.yes..please.specify.Issues.with.employers,,yes
Legal Issues:If yes. please specify:Issues with landlord,/Home_visit_version3/Protection/prog10/prog10q2:prog10q2a3,Legal.Issues.If.yes..please.specify.Issues.with.landlord,,yes
Legal Issues:If yes. please specify:Security personnel,/Home_visit_version3/Protection/prog10/prog10q2:prog10q2a4,Legal.Issues.If.yes..please.specify.Security.personnel,,yes
