check_label	v4	onlyv4	onlyv3	labelv4	schemav4	labelv3	schemav3	short	vaf	identify
1			yes			Documentation & Protection:If yes. how did you obtain the residency permit?	/Home_visit_version3/Protection/prog4q13	Documentation.and.Protection.If.yes..how.did.you.obtain.the.residency.permit..		
0	yes			MOI/Service Card:Do you have a valid MOI/service card ::Yes	/home_visit_4/Protection/prog4/VAF_prog4q1:Yes	MOI/Service Card:Do you have a valid MOI/service card ::Yes	/Home_visit_version3/Protection/prog4/prog4q1_VAF:Yes	MOI..Service.Card.Do.you.have.a.valid.MOI..service.card...Yes	yes	
0	yes			MOI/Service Card:Do you have a valid MOI/service card ::No	/home_visit_4/Protection/prog4/VAF_prog4q1:No	MOI/Service Card:Do you have a valid MOI/service card ::No	/Home_visit_version3/Protection/prog4/prog4q1_VAF:No	MOI..Service.Card.Do.you.have.a.valid.MOI..service.card...No	yes	
1	yes	yes		MOI/Service Card:What type of MOI card do you have ::old (white) issued in urban areas	/home_visit_4/Protection/prog4/VAF_prog4q2:VAF_prog4q2a1			MOI.or.Service.Card..What.type.of.MOI.card.do.you.have..old.white.issued.in.urban.areas	yes	
1	yes	yes		MOI/Service Card:What type of MOI card do you have ::new (magnetic) issued in urban areas	/home_visit_4/Protection/prog4/VAF_prog4q2:VAF_prog4q2a2			MOI.or.Service.Card..What.type.of.MOI.card.do.you.have..new.magnetic.issued.in.urban.areas	yes	
1	yes	yes		MOI/Service Card:What type of MOI card do you have ::MOI issued in Rabaa Sarhan/Camps	/home_visit_4/Protection/prog4/VAF_prog4q2:VAF_prog4q2a3			MOI.or.Service.Card..What.type.of.MOI.card.do.you.have..MOI.issued.in.Rabaa.Sarhan.or.Camps	yes	
1	yes			MOI/Service Card:Is the place of MOI card issuance the same as your family's place of esidence?:Yes	/home_visit_4/Protection/prog4/VAF_prog4q6:Yes	MOI/Service Card:If yes. is the place of issuance the same as the place of residence::Yes	/Home_visit_version3/Protection/prog4/prog4q2_VAF:Yes	MOI..Service.Card.If.yes..is.the.place.of.issuance.the.same.as.the.place.of.residence..Yes	yes	
1	yes			MOI/Service Card:Is the place of MOI card issuance the same as your family's place of esidence?:No	/home_visit_4/Protection/prog4/VAF_prog4q6:No	MOI/Service Card:If yes. is the place of issuance the same as the place of residence::No	/Home_visit_version3/Protection/prog4/prog4q2_VAF:No	MOI..Service.Card.If.yes..is.the.place.of.issuance.the.same.as.the.place.of.residence..No	yes	
0	yes			MOI/Service Card:Governorate recorded on the MOI card ::Amman	/home_visit_4/Protection/prog4/VAF_prog4q3:VAF_prog4q3a1	MOI/Service Card:Governorate recorded on the MOI card ::Amman	/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a1	MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Amman	yes	
0	yes			MOI/Service Card:Governorate recorded on the MOI card ::Ajloun	/home_visit_4/Protection/prog4/VAF_prog4q3:VAF_prog4q3a2	MOI/Service Card:Governorate recorded on the MOI card ::Ajloun	/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a2	MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Ajloun	yes	
0	yes			MOI/Service Card:Governorate recorded on the MOI card ::Aqaba	/home_visit_4/Protection/prog4/VAF_prog4q3:VAF_prog4q3a3	MOI/Service Card:Governorate recorded on the MOI card ::Aqaba	/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a3	MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Aqaba	yes	
0	yes			MOI/Service Card:Governorate recorded on the MOI card ::Balqa	/home_visit_4/Protection/prog4/VAF_prog4q3:VAF_prog4q3a4	MOI/Service Card:Governorate recorded on the MOI card ::Balqa	/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a4	MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Balqa	yes	
0	yes			MOI/Service Card:Governorate recorded on the MOI card ::Irbid	/home_visit_4/Protection/prog4/VAF_prog4q3:VAF_prog4q3a5	MOI/Service Card:Governorate recorded on the MOI card ::Irbid	/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a5	MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Irbid	yes	
0	yes			MOI/Service Card:Governorate recorded on the MOI card ::Jerash	/home_visit_4/Protection/prog4/VAF_prog4q3:VAF_prog4q3a6	MOI/Service Card:Governorate recorded on the MOI card ::Jerash	/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a6	MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Jerash	yes	yes
0	yes			MOI/Service Card:Governorate recorded on the MOI card ::Karak	/home_visit_4/Protection/prog4/VAF_prog4q3:VAF_prog4q3a7	MOI/Service Card:Governorate recorded on the MOI card ::Karak	/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a7	MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Karak	yes	
0	yes			MOI/Service Card:Governorate recorded on the MOI card ::Ma’an	/home_visit_4/Protection/prog4/VAF_prog4q3:VAF_prog4q3a8	MOI/Service Card:Governorate recorded on the MOI card ::Ma’an	/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a8	MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Maan	yes	
0	yes			MOI/Service Card:Governorate recorded on the MOI card ::Madaba	/home_visit_4/Protection/prog4/VAF_prog4q3:VAF_prog4q3a9	MOI/Service Card:Governorate recorded on the MOI card ::Madaba	/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a9	MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Madaba	yes	
0	yes			MOI/Service Card:Governorate recorded on the MOI card ::Mafraq	/home_visit_4/Protection/prog4/VAF_prog4q3:VAF_prog4q3a10	MOI/Service Card:Governorate recorded on the MOI card ::Mafraq	/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a10	MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Mafraq	yes	
0	yes			MOI/Service Card:Governorate recorded on the MOI card ::Tafileh	/home_visit_4/Protection/prog4/VAF_prog4q3:VAF_prog4q3a11	MOI/Service Card:Governorate recorded on the MOI card ::Tafileh	/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a11	MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Tafileh	yes	
0	yes			MOI/Service Card:Governorate recorded on the MOI card ::Zarqa	/home_visit_4/Protection/prog4/VAF_prog4q3:VAF_prog4q3a12	MOI/Service Card:Governorate recorded on the MOI card ::Zarqa	/Home_visit_version3/Protection/prog4/prog4q3_VAF:prog4q3a12	MOI..Service.Card.Governorate.recorded.on.the.MOI.card...Zarqa	yes	
1	yes	yes		MOI/Service Card:Governorate recorded on the MOI card ::Rabaa Sarhan	/home_visit_4/Protection/prog4/VAF_prog4q3:VAF_prog4q3a13			MOI.or.Service.Card..Governorate.recorded.on.the.MOI.card..Rabaa.Sarhan	yes	
1	yes	yes		MOI/Service Card:Governorate recorded on the MOI card ::Camps (Zaatari/Azraq/EJC)	/home_visit_4/Protection/prog4/VAF_prog4q3:VAF_prog4q3a14			MOI.or.Service.Card..Governorate.recorded.on.the.MOI.card..Camps.Zaatari.or.Azraq.or.EJC	yes	
1	yes	yes		MOI/Service Card:Do all members of your family have an MOI card ::Yes	/home_visit_4/Protection/prog4/VAF_prog4q4:Yes			MOI.or.Service.Card..Do.all.members.of.your.family.have.an.MOI.card..Yes	yes	
1	yes	yes		MOI/Service Card:Do all members of your family have an MOI card ::No	/home_visit_4/Protection/prog4/VAF_prog4q4:No			MOI.or.Service.Card..Do.all.members.of.your.family.have.an.MOI.card..No	yes	
1	yes	yes		Not having MOI card:Please Specify the Age ::0-4	/home_visit_4/Protection/prog4/VAF_prog4q8/VAF_prog4q9:VAF_prog3q8a1			Not.having.MOI.card..Please.Specify.the.Age..0..4	yes	
1	yes	yes		Not having MOI card:Please Specify the Age ::5-11	/home_visit_4/Protection/prog4/VAF_prog4q8/VAF_prog4q9:VAF_prog3q8a2			Not.having.MOI.card..Please.Specify.the.Age..5..11	yes	
1	yes	yes		Not having MOI card:Please Specify the Age ::12-17	/home_visit_4/Protection/prog4/VAF_prog4q8/VAF_prog4q9:VAF_prog3q8a3			Not.having.MOI.card..Please.Specify.the.Age..12..17	yes	
1	yes	yes		Not having MOI card:Please Specify the Age ::18-59	/home_visit_4/Protection/prog4/VAF_prog4q8/VAF_prog4q9:VAF_prog3q8a4			Not.having.MOI.card..Please.Specify.the.Age..18..59	yes	
1	yes	yes		Not having MOI card:Please Specify the Age ::60 & above	/home_visit_4/Protection/prog4/VAF_prog4q8/VAF_prog4q9:VAF_prog3q8a5			Not.having.MOI.card..Please.Specify.the.Age..60.and.above	yes	
1	yes	yes		Not having MOI card:Please Specify the Gender ::Male	/home_visit_4/Protection/prog4/VAF_prog4q8/VAF_prog4q10:edug1q5a1			Not.having.MOI.card..Please.Specify.the.Gender..Male	yes	
1	yes	yes		Not having MOI card:Please Specify the Gender ::Female	/home_visit_4/Protection/prog4/VAF_prog4q8/VAF_prog4q10:edug1q5a2			Not.having.MOI.card..Please.Specify.the.Gender..Female	yes	
1	yes	yes		Not having MOI card:Number :	/home_visit_4/Protection/prog4/VAF_prog4q8/VAF_prog4q14			Not.having.MOI.card..Number...	yes	
1			yes			MOI/Service Card:Are you still in the governorate where you registered with MOI ?:Yes	/Home_visit_version3/Protection/prog4/prog4q4_VAF:Yes	MOI..Service.Card.Are.you.still.in.the.governorate.where.you.registered.with.MOI....Yes	changed	
1			yes			MOI/Service Card:Are you still in the governorate where you registered with MOI ?:No	/Home_visit_version3/Protection/prog4/prog4q4_VAF:No	MOI..Service.Card.Are.you.still.in.the.governorate.where.you.registered.with.MOI....No	changed	
1			yes			MOI/Service Card:How many of your family members do not have valid registration with MOI :	/Home_visit_version3/Protection/prog4/prog4q5_VAF	MOI..Service.Card.How.many.of.your.family.members.do.not.have.valid.registration.with.MOI..	changed	
0	yes			MOI/Service Card:Have you been facing any kind of difficulties in getting the MOI/service card ::Yes	/home_visit_4/Protection/prog4/prog4q6:Yes	MOI/Service Card:Have you been facing any kind of difficulties in getting the MOI/service card ::Yes	/Home_visit_version3/Protection/prog4/prog4q6:Yes	MOI..Service.Card.Have.you.been.facing.any.kind.of.difficulties.in.getting.the.MOI..service.card...Yes		
0	yes			MOI/Service Card:Have you been facing any kind of difficulties in getting the MOI/service card ::No	/home_visit_4/Protection/prog4/prog4q6:No	MOI/Service Card:Have you been facing any kind of difficulties in getting the MOI/service card ::No	/Home_visit_version3/Protection/prog4/prog4q6:No	MOI..Service.Card.Have.you.been.facing.any.kind.of.difficulties.in.getting.the.MOI..service.card...No		yes
1	yes			MOI/Service Card:If yes. why?:Lack medical certificate – costs	/home_visit_4/Protection/prog4/prog5q7:prog5q7a1	MOI/Service Card:If yes. why?:Had to pay money to a third person	/Home_visit_version3/Protection/prog4/prog5q7:prog5q7a1	MOI..Service.Card.If.yes..why...Had.to.pay.money.to.a.third.person		
1	yes			MOI/Service Card:If yes. why?:Lack of lease agreement	/home_visit_4/Protection/prog4/prog5q7:prog5q7a2	MOI/Service Card:If yes. why?:Not comfortable approaching a police station	/Home_visit_version3/Protection/prog4/prog5q7:prog5q7a2	MOI..Service.Card.If.yes..why...Not.comfortable.approaching.a.police.station		
1	yes	yes		MOI/Service Card:If yes. why?:Lack of a valid ASC	/home_visit_4/Protection/prog4/prog5q7:prog5q7a3			MOI.or.Service.Card..If.yes..why..Lack.of.a.valid.ASC		
0	yes			MOI/Service Card:If yes. why?:Unable to reach the police station (disabled. women with young children. working the whole day. etc.)	/home_visit_4/Protection/prog4/prog5q7:prog5q7a4	MOI/Service Card:If yes. why?:Unable to reach the police station (disabled. women with young children. working the whole day. etc.)	/Home_visit_version3/Protection/prog4/prog5q7:prog5q7a3	MOI..Service.Card.If.yes..why...Unable.to.reach.the.police.station..disabled..women.with.young.children..working.the.whole.day..etc..		
1	yes	yes		MOI/Service Card:If yes. why?:Not comfortable approaching police station	/home_visit_4/Protection/prog4/prog5q7:prog5q7a5			MOI.or.Service.Card..If.yes..why..Not.comfortable.approaching.police.station		
1	yes			MOI/Service Card:If yes. why?:Too expensive to reach the police station	/home_visit_4/Protection/prog4/prog5q7:prog5q7a6	MOI/Service Card:If yes. why?:Could not find a Jordanian bailer	/Home_visit_version3/Protection/prog4/prog5q7:prog5q7a4	MOI..Service.Card.If.yes..why...Could.not.find.a.Jordanian.bailer		
1	yes	yes		MOI/Service Card:If yes. why?:No bail out	/home_visit_4/Protection/prog4/prog5q7:prog5q7a7			MOI.or.Service.Card..If.yes..why..No.bail.out		
1	yes	yes		MOI/Service Card:If yes. why?:Didn't know about MOI service card	/home_visit_4/Protection/prog4/prog5q7:prog5q7a8			MOI.or.Service.Card..If.yes..why..Didn't.know.about.MOI.service.card		
1	yes			MOI/Service Card:If yes. why?:No documentation at all	/home_visit_4/Protection/prog4/prog5q7:prog5q7a9	MOI/Service Card:If yes. why?:No documeant	/Home_visit_version3/Protection/prog4/prog5q7:prog5q7a5	MOI..Service.Card.If.yes..why...No.documeant		
1	yes	yes		MOI/Service Card:If yes. why?:Police rejected documentation	/home_visit_4/Protection/prog4/prog5q7:prog5q7a10			MOI.or.Service.Card..If.yes..why..Police.rejected.documentation		
1	yes	yes		MOI/Service Card:If yes. why?:Police asked to keep the MOI service card issued in Rabaa Sarhan- / Csmps (Azraq/Zaatari) and refused to replace it	/home_visit_4/Protection/prog4/prog5q7:prog5q7a11			MOI.or.Service.Card..If.yes..why..Police.asked.to.keep.the.MOI.service.card.issued.in.Rabaa.Sarhan....or..Csmps.Azraq.or.Zaatari.and.refused.to.replace.it		
1	yes	yes		MOI/Service Card:If yes. why?:Had to pay a third party	/home_visit_4/Protection/prog4/prog5q7:prog5q7a12			MOI.or.Service.Card..If.yes..why..Had.to.pay.a.third.party		
1	yes	yes		MOI/Service Card:If yes. why?:Other. please specify:_________________	/home_visit_4/Protection/prog4/prog5q7:prog5q7a13			MOI.or.Service.Card..If.yes..why..Other..please.specify..		
1	yes	yes		MOI/Service Card:If Other Please Specify :	/home_visit_4/Protection/prog4/prog5q13			MOI.or.Service.Card..If.Other.Please.Specify...		
1	yes	yes		MOI/Service Card:Do you face one of several of the below problems because you. or one of your family members. do not have a MOI service card ::Do not have access to governmental hospitals	/home_visit_4/Protection/prog4/prog4q8:prog4q8a1			MOI.or.Service.Card..Do.you.face.one.of.several.of.the.below.problems.because.you..or.one.of.your.family.members..do.not.have.a.MOI.service.card..Do.not.have.access.to.governmental.hospitals		
1	yes	yes		MOI/Service Card:Do you face one of several of the below problems because you. or one of your family members. do not have a MOI service card ::Do not have access at all to health	/home_visit_4/Protection/prog4/prog4q8:prog4q8a2			MOI.or.Service.Card..Do.you.face.one.of.several.of.the.below.problems.because.you..or.one.of.your.family.members..do.not.have.a.MOI.service.card..Do.not.have.access.at.all.to.health		
1	yes	yes		MOI/Service Card:Do you face one of several of the below problems because you. or one of your family members. do not have a MOI service card ::Do not have access to public schools	/home_visit_4/Protection/prog4/prog4q8:prog4q8a3			MOI.or.Service.Card..Do.you.face.one.of.several.of.the.below.problems.because.you..or.one.of.your.family.members..do.not.have.a.MOI.service.card..Do.not.have.access.to.public.schools		
1	yes	yes		MOI/Service Card:Do you face one of several of the below problems because you. or one of your family members. do not have a MOI service card ::Do not access to any humanitarian services	/home_visit_4/Protection/prog4/prog4q8:prog4q8a4			MOI.or.Service.Card..Do.you.face.one.of.several.of.the.below.problems.because.you..or.one.of.your.family.members..do.not.have.a.MOI.service.card..Do.not.access.to.any.humanitarian.services		
1	yes	yes		MOI/Service Card:Do you face one of several of the below problems because you. or one of your family members. do not have a MOI service card ::Not comfortable approaching authorities/police	/home_visit_4/Protection/prog4/prog4q8:prog4q8a5			MOI.or.Service.Card..Do.you.face.one.of.several.of.the.below.problems.because.you..or.one.of.your.family.members..do.not.have.a.MOI.service.card..Not.comfortable.approaching.authorities.or.police		
1	yes	yes		MOI/Service Card:Do you face one of several of the below problems because you. or one of your family members. do not have a MOI service card ::Not comfortable approaching UNHCR or humanitarian partners/charities	/home_visit_4/Protection/prog4/prog4q8:prog4q8a6			MOI.or.Service.Card..Do.you.face.one.of.several.of.the.below.problems.because.you..or.one.of.your.family.members..do.not.have.a.MOI.service.card..Not.comfortable.approaching.UNHCR.or.humanitarian.partners.or.charities		
1	yes	yes		MOI/Service Card:Do you face one of several of the below problems because you. or one of your family members. do not have a MOI service card ::Other problem/consequence. please specify:______	/home_visit_4/Protection/prog4/prog4q8:prog4q8a7			MOI.or.Service.Card..Do.you.face.one.of.several.of.the.below.problems.because.you..or.one.of.your.family.members..do.not.have.a.MOI.service.card..Other.problem.or.consequence..please.specify..		
1	yes	yes		MOI/Service Card:please specify:	/home_visit_4/Protection/prog4/prog4q9			MOI.or.Service.Card..please.specify..		
1	yes	yes		MOI/Service Card:If you. or one of your family members. do not have a MOI service card. what are your intentions::Go back to the camp and try to obtain a bail out.	/home_visit_4/Protection/prog4/prog4q10:prog4q10a1			MOI.or.Service.Card..If.you..or.one.of.your.family.members..do.not.have.a.MOI.service.card..what.are.your.intentions.Go.back.to.the.camp.and.try.to.obtain.a.bail.out.		
1	yes	yes		MOI/Service Card:If you. or one of your family members. do not have a MOI service card. what are your intentions::Approach a police station to regularize my situation in urban.	/home_visit_4/Protection/prog4/prog4q10:prog4q10a2			MOI.or.Service.Card..If.you..or.one.of.your.family.members..do.not.have.a.MOI.service.card..what.are.your.intentions.Approach.a.police.station.to.regularize.my.situation.in.urban.		
1	yes	yes		MOI/Service Card:If you. or one of your family members. do not have a MOI service card. what are your intentions::Do not feel comfortable with either of these options - stay where I live and wait for advice	/home_visit_4/Protection/prog4/prog4q10:prog4q10a3			MOI.or.Service.Card..If.you..or.one.of.your.family.members..do.not.have.a.MOI.service.card..what.are.your.intentions.Do.not.feel.comfortable.with.either.of.these.options....stay.where.I.live.and.wait.for.advice		
1	yes	yes		MOI/Service Card:If you. or one of your family members. do not have a MOI service card. what are your intentions::Return to Syria	/home_visit_4/Protection/prog4/prog4q10:prog4q10a4			MOI.or.Service.Card..If.you..or.one.of.your.family.members..do.not.have.a.MOI.service.card..what.are.your.intentions.Return.to.Syria		
1	yes	yes		MOI/Service Card:If you. or one of your family members. do not have a MOI service card. what are your intentions::Other. please specify:___________________	/home_visit_4/Protection/prog4/prog4q10:prog4q10a5			MOI.or.Service.Card..If.you..or.one.of.your.family.members..do.not.have.a.MOI.service.card..what.are.your.intentions.Other..please.specify..		
1	yes	yes		MOI/Service Card:please specify:	/home_visit_4/Protection/prog4/prog4q11			MOI.or.Service.Card..please.specify..		
0	yes			Documentation:Are you missing any of the following documents ::Legal guardianship of minors	/home_visit_4/Protection/prog5/prog5q1:prog5q1a1	Documentation:Are you missing any of the following documents ::Legal guardianship of minors	/Home_visit_version3/Protection/prog5/prog5q1:prog5q1a1	Documentation.Are.you.missing.any.of.the.following.documents...Legal.guardianship.of.minors		
0	yes			Documentation:Are you missing any of the following documents ::Stamped lease agreement	/home_visit_4/Protection/prog5/prog5q1:prog5q1a2	Documentation:Are you missing any of the following documents ::Stamped lease agreement	/Home_visit_version3/Protection/prog5/prog5q1:prog5q1a2	Documentation.Are.you.missing.any.of.the.following.documents...Stamped.lease.agreement		
0	yes			Documentation:Are you missing any of the following documents ::Medical certificate	/home_visit_4/Protection/prog5/prog5q1:prog5q1a3	Documentation:Are you missing any of the following documents ::Medical certificate	/Home_visit_version3/Protection/prog5/prog5q1:prog5q1a3	Documentation.Are.you.missing.any.of.the.following.documents...Medical.certificate		yes
0	yes			Documentation:Are you missing any of the following documents ::Bail-out document	/home_visit_4/Protection/prog5/prog5q1:prog5q1a4	Documentation:Are you missing any of the following documents ::Bail-out document	/Home_visit_version3/Protection/prog5/prog5q1:prog5q1a4	Documentation.Are.you.missing.any.of.the.following.documents...Bail..out.document		
0	yes			Documentation:Are you missing any of the following documents ::Marriage contract	/home_visit_4/Protection/prog5/prog5q1:prog5q1a5	Documentation:Are you missing any of the following documents ::Marriage contract	/Home_visit_version3/Protection/prog5/prog5q1:prog5q1a5	Documentation.Are.you.missing.any.of.the.following.documents...Marriage.contract		
0	yes			Documentation:Are you missing any of the following documents ::Birth certificate	/home_visit_4/Protection/prog5/prog5q1:prog5q1a6	Documentation:Are you missing any of the following documents ::Birth certificate	/Home_visit_version3/Protection/prog5/prog5q1:prog5q1a6	Documentation.Are.you.missing.any.of.the.following.documents...Birth.certificate		
0	yes			Documentation:Are you missing any of the following documents ::Birth notification	/home_visit_4/Protection/prog5/prog5q1:prog5q1a9	Documentation:Are you missing any of the following documents ::Birth notification	/Home_visit_version3/Protection/prog5/prog5q1:prog5q1a9	Documentation.Are.you.missing.any.of.the.following.documents...Birth.notification		
0	yes			Documentation:Are you missing any of the following documents ::Medical clearance certificate	/home_visit_4/Protection/prog5/prog5q1:prog5q1a8	Documentation:Are you missing any of the following documents ::Medical clearance certificate	/Home_visit_version3/Protection/prog5/prog5q1:prog5q1a8	Documentation.Are.you.missing.any.of.the.following.documents...Medical.clearance.certificate		
0	yes			Documentation:Are you missing any of the following documents ::Other	/home_visit_4/Protection/prog5/prog5q1:prog5q1a7	Documentation:Are you missing any of the following documents ::Other	/Home_visit_version3/Protection/prog5/prog5q1:prog5q1a7	Documentation.Are.you.missing.any.of.the.following.documents...Other		
0	yes			Documentation:Are you missing any of the following documents ::NA	/home_visit_4/Protection/prog5/prog5q1:prog5q1a10	Documentation:Are you missing any of the following documents ::NA	/Home_visit_version3/Protection/prog5/prog5q1:prog5q1a10	Documentation.Are.you.missing.any.of.the.following.documents...NA		
0	yes			Documentation:IF other please specify :	/home_visit_4/Protection/prog5/prog5q2	Documentation:IF other please specify :	/Home_visit_version3/Protection/prog5/prog5q2	Documentation.IF.other.please.specify..		
0	yes			Documentation:Have you been facing any kind of difficulties in obtaining legal documents in Jordan ::Yes	/home_visit_4/Protection/prog5/prog5q3:Yes	Documentation:Have you been facing any kind of difficulties in obtaining legal documents in Jordan ::Yes	/Home_visit_version3/Protection/prog5/prog5q3:Yes	Documentation.Have.you.been.facing.any.kind.of.difficulties.in.obtaining.legal.documents.in.Jordan...Yes		
0	yes			Documentation:Have you been facing any kind of difficulties in obtaining legal documents in Jordan ::No	/home_visit_4/Protection/prog5/prog5q3:No	Documentation:Have you been facing any kind of difficulties in obtaining legal documents in Jordan ::No	/Home_visit_version3/Protection/prog5/prog5q3:No	Documentation.Have.you.been.facing.any.kind.of.difficulties.in.obtaining.legal.documents.in.Jordan...No		
0	yes			Documentation:How many children under 18 possess birth registration:	/home_visit_4/Protection/prog5/VAF_prog5q4	Documentation:How many children under 18 possess birth registration:	/Home_visit_version3/Protection/prog5/prog5q4_VAF	Documentation.How.many.children.under.18.possess.birth.registration.	yes	
0	yes			Documentation:Working Family Member:Yes	/home_visit_4/Protection/prog5/prog5q111:Yes	Documentation:Working Family Member:Yes	/Home_visit_version3/Protection/prog5/prog5q111:Yes	Documentation.Working.Family.Member.Yes		
0	yes			Documentation:Working Family Member:No	/home_visit_4/Protection/prog5/prog5q111:No	Documentation:Working Family Member:No	/Home_visit_version3/Protection/prog5/prog5q111:No	Documentation.Working.Family.Member.No		
0	yes			Working Family Member:Do you have a work permit in Jordan ::Yes	/home_visit_4/Protection/prog5/prog5q22/prog5q5:Yes	Working Family Member:Do you have a work permit in Jordan ::Yes	/Home_visit_version3/Protection/prog5/prog5q22/prog5q5:Yes	Working.Family.Member.Do.you.have.a.work.permit.in.Jordan...Yes		
0	yes			Working Family Member:Do you have a work permit in Jordan ::No	/home_visit_4/Protection/prog5/prog5q22/prog5q5:No	Working Family Member:Do you have a work permit in Jordan ::No	/Home_visit_version3/Protection/prog5/prog5q22/prog5q5:No	Working.Family.Member.Do.you.have.a.work.permit.in.Jordan...No		yes
0	yes			Working Family Member:If not. what is the reason :	/home_visit_4/Protection/prog5/prog5q22/prog5q6	Working Family Member:If not. what is the reason :	/Home_visit_version3/Protection/prog5/prog5q22/prog5q6	Working.Family.Member.If.not..what.is.the.reason..		
0	yes			Working Family Member:If yes. how was it issued :	/home_visit_4/Protection/prog5/prog5q22/prog5q71	Working Family Member:If yes. how was it issued :	/Home_visit_version3/Protection/prog5/prog5q22/prog5q71	Working.Family.Member.If.yes..how.was.it.issued..		
0	yes			Working Family Member:What kind of job?:Agriculture	/home_visit_4/Protection/prog5/prog5q22/prog5q8:prog5q8a1	Working Family Member:What kind of job?:Agriculture	/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a1	Working.Family.Member.What.kind.of.job...Agriculture		
0	yes			Working Family Member:What kind of job?:Construction	/home_visit_4/Protection/prog5/prog5q22/prog5q8:prog5q8a2	Working Family Member:What kind of job?:Construction	/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a2	Working.Family.Member.What.kind.of.job...Construction		
0	yes			Working Family Member:What kind of job?:Mechanics (garage)	/home_visit_4/Protection/prog5/prog5q22/prog5q8:prog5q8a3	Working Family Member:What kind of job?:Mechanics (garage)	/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a3	Working.Family.Member.What.kind.of.job...Mechanics..garage..		
0	yes			Working Family Member:What kind of job?:Worker in a factory	/home_visit_4/Protection/prog5/prog5q22/prog5q8:prog5q8a4	Working Family Member:What kind of job?:Worker in a factory	/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a4	Working.Family.Member.What.kind.of.job...Worker.in.a.factory		
0	yes			Working Family Member:What kind of job?:Driver	/home_visit_4/Protection/prog5/prog5q22/prog5q8:prog5q8a5	Working Family Member:What kind of job?:Driver	/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a5	Working.Family.Member.What.kind.of.job...Driver		
0	yes			Working Family Member:What kind of job?:Shop worker	/home_visit_4/Protection/prog5/prog5q22/prog5q8:prog5q8a6	Working Family Member:What kind of job?:Shop worker	/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a6	Working.Family.Member.What.kind.of.job...Shop.worker		
0	yes			Working Family Member:What kind of job?:Waiter in a restaurant/hotel	/home_visit_4/Protection/prog5/prog5q22/prog5q8:prog5q8a7	Working Family Member:What kind of job?:Waiter in a restaurant/hotel	/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a7	Working.Family.Member.What.kind.of.job...Waiter.in.a.restaurant..hotel		
0	yes			Working Family Member:What kind of job?:Housekeeper	/home_visit_4/Protection/prog5/prog5q22/prog5q8:prog5q8a8	Working Family Member:What kind of job?:Housekeeper	/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a8	Working.Family.Member.What.kind.of.job...Housekeeper		
0	yes			Working Family Member:What kind of job?:Clerk (secretary)	/home_visit_4/Protection/prog5/prog5q22/prog5q8:prog5q8a9	Working Family Member:What kind of job?:Clerk (secretary)	/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a9	Working.Family.Member.What.kind.of.job...Clerk..secretary..		
0	yes			Working Family Member:What kind of job?:Craft (carpenter. tailor. barber. hairdresser. blacksmith. painter. mobile shop)	/home_visit_4/Protection/prog5/prog5q22/prog5q8:prog5q8a10	Working Family Member:What kind of job?:Craft (carpenter. tailor. barber. hairdresser. blacksmith. painter. mobile shop)	/Home_visit_version3/Protection/prog5/prog5q22/prog5q8:prog5q8a10	Working.Family.Member.What.kind.of.job...Craft..carpenter..tailor..barber..hairdresser..blacksmith..painter..mobile.shop..		
